state_code,county_code,no_exercise,few_fruit_veg,obesity,high_blood_pres,smoker,diabetes,uninsured,prim_care_phys_rate,dentist_rate,community_health_center_ind
13,19,32.0,90.9,26.1,,,7.1,2946,41.9,12.0,2
13,21,29.0,76.3,23.9,28.8,25.0,10.6,23769,179.4,44.5,2
13,23,25.4,80.9,29.7,,22.8,10.2,1529,74.1,24.7,2
13,25,33.9,,26.5,,23.3,4.5,2404,6.5,0.0,1
13,27,,,,,20.7,10.4,3534,36.7,6.1,2
13,29,24.8,79.3,21.5,15.7,29.9,4.7,3010,70.1,24.5,2
13,31,24.9,80.2,26.4,27.8,22.3,7.9,9461,65.1,22.8,2
13,33,40.8,77.3,38.6,,21.4,11.1,4785,55.8,17.2,2
13,35,,,,,,3.9,2666,19.0,14.3,2
13,37,,,,,,,1189,67.0,16.7,1
13,39,17.5,77.3,29.4,21.3,27.2,5.9,5760,52.4,37.2,2
13,43,,,,,,10.5,1911,29.1,19.4,2
13,45,24.7,80.5,29.8,,19.2,6.4,13146,59.7,19.9,2
13,47,32.8,81.9,27.6,,28.9,11.2,6091,51.0,9.9,2
13,49,,,,,,6.7,1638,37.1,0.0,1
13,51,26.2,75.6,21.3,26.1,20.9,9.2,35318,122.1,41.9,1
13,53,,,,,,1.9,1961,0.0,0.0,1
13,55,29.5,,24.2,,,10.3,3259,30.1,22.6,2
13,57,19.0,76.6,19.5,21.1,21.0,6.9,19336,36.4,15.2,1
13,59,23.8,73.5,25.0,24.1,16.7,6.6,17193,92.9,47.9,2
13,61,,,,,,,805,61.7,30.8,2
13,63,26.8,82.1,26.0,27.0,23.6,5.8,42397,37.7,21.6,1
13,65,,,,,,15.5,1172,42.9,14.3,2
13,67,17.2,73.9,19.5,23.6,16.5,5.8,95581,65.7,36.9,1
13,69,41.1,84.1,35.2,35.6,27.1,9.6,8018,65.5,22.7,1
13,71,31.1,,29.2,28.0,32.3,9.1,9180,50.1,25.0,1
13,73,20.7,77.3,20.6,21.1,19.7,5.7,9706,155.1,40.5,2
13,75,,,30.8,,21.5,10.7,3254,61.1,18.3,2
13,77,28.0,74.3,24.7,23.9,18.9,8.0,10638,47.3,20.9,2
13,79,,,,,,5.7,1919,46.6,0.0,2
13,81,,83.6,,,18.3,10.3,4715,86.3,31.8,1
13,83,,,,,,8.8,2008,43.6,12.5,1
13,85,,,20.9,,,8.2,1999,55.7,10.1,2
13,87,26.4,74.2,24.5,,19.7,6.1,5821,66.4,28.0,1
13,89,22.7,72.8,21.7,22.4,16.4,5.3,107552,139.5,39.7,1
13,91,33.4,82.8,30.1,31.6,23.9,13.0,3146,66.4,20.4,2
13,93,,,18.8,,,3.1,2412,34.0,17.0,1
13,95,34.4,81.4,26.6,32.3,24.1,9.7,18316,112.8,42.2,1
13,97,23.8,85.6,24.8,17.9,20.2,7.3,11965,48.8,25.7,2
13,99,,,,,,10.3,2831,33.2,16.6,1
13,101,,,,,,,892,0.0,0.0,2
13,103,32.1,80.4,26.8,21.3,25.6,11.5,4913,29.8,4.3,2
13,105,35.3,82.6,28.5,,28.1,7.8,3158,48.1,24.0,1
13,107,,82.6,,,23.5,12.9,4964,45.2,22.6,1
13,109,,89.1,,,,,2327,69.9,26.2,2
13,111,28.6,76.3,29.7,,31.1,8.0,3275,64.0,18.3,1
13,113,16.4,64.4,19.3,,14.5,6.2,10473,112.2,49.9,2
13,115,30.1,79.2,30.3,34.4,22.6,11.1,13071,148.6,34.0,2
13,117,16.3,73.3,16.2,20.3,17.6,3.7,12676,25.6,11.4,1
13,119,29.5,85.4,20.2,,24.2,7.1,2971,55.6,23.2,1
13,121,21.0,74.0,21.3,22.5,16.8,5.0,122672,151.3,62.7,1
13,123,33.4,83.6,16.1,,31.2,8.7,4572,51.2,18.3,1
13,125,,,,,,,329,37.0,0.0,1
13,127,24.2,73.4,27.8,23.4,23.5,11.0,10982,75.1,43.1,2
13,129,25.3,83.4,24.0,,28.9,4.7,7242,61.7,25.9,2
13,131,34.0,82.1,28.3,,27.5,9.6,4986,36.8,16.3,2
13,133,,,,,14.6,8.8,2612,63.7,19.1,1
13,135,22.7,76.3,19.2,20.2,19.8,5.5,92558,53.1,27.7,1
13,137,31.2,74.5,20.8,26.6,25.0,6.5,5281,50.5,30.3,2
13,139,28.2,75.7,24.8,27.4,20.9,7.9,23560,65.8,33.2,1
13,141,,,,,,,1607,20.7,0.0,1
13,143,30.7,,23.1,,,17.1,3792,52.9,17.6,1
13,145,24.5,88.7,15.7,,18.3,7.0,2815,50.4,14.4,2
13,147,24.1,,21.8,,29.2,10.6,2884,49.9,16.6,1
13,149,,,,,,,1709,0.0,8.8,1
13,151,19.5,79.1,25.8,20.4,21.6,7.5,13976,58.4,16.1,2
13,153,21.7,81.2,24.0,33.3,25.0,9.7,13800,62.6,38.8,2
13,155,,,,,,9.9,1868,19.8,9.9,1
13,157,28.7,80.1,22.1,27.3,21.7,7.3,6189,32.5,11.5,2
13,159,,,,,,,1719,30.4,15.2,2
13,161,,86.4,,,,11.7,2495,45.9,15.3,2
13,163,,87.5,,,12.8,8.8,3551,59.1,17.7,2
13,165,,,,,13.1,11.0,1908,45.8,11.5,2
13,167,,,,,16.5,10.2,1539,21.0,21.0,1
13,169,,,,,,7.8,2891,29.8,7.5,2
13,171,,,,,,,2403,48.8,18.3,1
13,173,,,,,,,1337,39.7,0.0,2
13,175,31.3,82.5,28.8,32.4,22.3,8.4,7636,113.0,32.0,2
13,177,18.3,82.3,19.1,17.9,22.2,6.4,3272,16.1,6.4,1
13,179,24.8,77.3,26.3,19.7,36.9,4.2,11681,36.5,26.1,2
13,181,,,,,,4.7,1341,24.4,24.4,2
13,183,,,,,,7.4,2282,9.0,0.0,2
13,185,27.7,76.6,24.0,33.0,24.1,9.6,14359,69.3,40.3,1
13,187,22.4,,21.4,,27.6,7.4,3055,45.2,12.3,1
13,189,,,24.2,,19.0,12.9,3546,59.8,32.2,2
13,191,28.8,,,,23.2,9.8,2264,9.0,18.1,2
13,193,,,,,,,2743,29.1,7.3,2
13,195,32.9,83.6,22.0,,27.4,7.9,3822,25.7,7.3,1
13,197,,,,,,,1477,13.8,0.0,2
13,199,,,,,,9.3,3795,48.0,8.7,2
13,201,,,,,,6.6,1114,80.3,32.1,2
13,205,36.1,82.2,27.2,,17.1,12.4,4741,50.4,12.6,2
13,207,,,,,,3.7,3033,42.0,12.6,2
13,209,,85.2,,,11.7,11.0,1540,0.0,0.0,2
13,211,,,,,19.9,3.7,2038,34.3,22.9,2
13,213,41.8,,30.3,,32.3,9.6,5979,19.6,4.9,2
13,215,25.3,78.2,25.1,32.2,22.1,6.7,29325,114.4,48.0,1
13,217,28.6,77.5,29.5,,30.9,6.1,8285,35.8,18.5,2
13,219,24.8,75.4,15.6,18.0,16.5,5.3,2656,94.1,20.2,2
13,221,,,,,21.2,14.0,1695,22.0,14.7,1
13,223,28.7,78.3,23.1,22.1,27.6,6.6,9423,5.3,9.8,2
13,225,,90.2,,,20.2,12.6,3999,52.4,28.2,2
13,227,19.8,,22.4,,24.3,8.2,3068,56.3,14.1,2
13,229,24.8,,,,32.1,5.4,2857,46.7,17.5,1
13,231,,,,,,,1740,12.4,0.0,1
13,233,30.3,,17.9,,25.8,10.6,6406,32.1,27.2,2
13,235,23.0,,27.7,,17.8,7.3,1513,102.7,30.8,2
13,237,,,,,,9.3,3004,30.3,10.1,1
13,239,,,,,,,563,0.0,0.0,1
13,241,,,19.8,,,7.7,2266,49.7,18.6,1
13,243,,,,,,,1701,27.4,13.7,2
13,245,30.6,77.8,27.7,28.7,27.3,9.3,34098,153.8,111.9,2
13,247,21.5,73.0,22.9,,17.1,11.6,9397,86.6,36.9,1
13,249,,,,,,,733,24.3,0.0,1
13,251,,,,,13.7,12.7,2731,25.9,25.9,2
13,253,,,,,,8.7,1965,97.6,43.4,2
13,255,,,,,26.7,4.5,9174,73.4,27.7,1
13,257,33.9,,26.9,,24.8,15.1,3482,83.8,27.9,2
13,259,,,,,,,1017,61.5,0.0,1
13,261,29.2,81.0,25.6,,25.8,9.3,5966,57.7,33.4,1
13,263,,,,,,,1180,14.9,0.0,1
13,265,,,,,,,407,0.0,0.0,1
13,267,32.6,,27.2,,23.6,10.9,3854,30.2,4.3,1
13,269,,,,,,,1622,11.3,0.0,2
13,271,52.4,,26.1,,22.3,12.0,2227,30.3,22.7,2
13,273,,,,,,,2395,18.7,9.3,1
13,275,37.3,78.4,27.9,,22.3,10.1,7527,102.9,35.8,1
13,277,33.3,79.8,30.3,28.8,17.5,9.7,7537,100.5,27.0,2
13,279,28.0,83.1,24.8,,29.6,13.4,5925,99.0,36.7,2
13,281,,,,,,4.7,1101,58.2,9.7,2
13,283,27.8,,,,18.9,11.2,1336,29.6,29.6,1
13,285,27.1,78.8,23.2,,23.2,9.9,8813,58.1,35.5,2
13,287,,,,,,,2247,52.8,31.7,2
13,289,,,,,,,1792,0.0,0.0,2
13,291,19.4,,26.5,,15.5,8.9,2406,65.7,15.2,1
13,293,,92.1,,,,,4021,65.0,14.5,2
13,295,30.6,83.1,26.0,28.1,30.5,8.2,7490,20.3,12.5,2
13,297,26.4,76.8,27.0,26.1,25.9,6.0,7351,44.9,9.3,2
13,299,36.2,71.1,33.7,34.9,25.4,13.1,6258,101.5,34.8,1
13,301,,,,,,,1175,32.8,32.8,1
13,303,,,,,,12.8,3431,59.6,14.9,1
13,305,31.9,87.5,28.8,,27.5,7.5,4558,56.4,28.2,2
13,307,,,,,,,424,0.0,0.0,2
13,309,,81.4,27.8,,19.7,8.9,1183,14.9,0.0,2
13,311,27.5,,15.6,,23.3,6.7,3153,33.3,16.6,2
13,313,32.8,77.3,24.6,28.3,32.0,8.0,15142,86.9,28.6,2
13,315,,89.1,,,,11.2,1395,11.5,0.0,2
13,317,,,,,,9.2,1702,57.4,38.3,1
13,319,,,,,,5.1,1681,19.7,9.9,2
13,321,34.2,84.3,32.9,,26.1,16.8,3701,36.4,13.6,2
15,1,20.2,75.9,19.6,23.9,21.1,6.8,24902,89.1,49.0,1
15,3,19.0,77.1,17.8,23.9,18.0,6.9,106915,124.5,80.3,1
15,5,,,,,,,-2222,0.0,0.0,2
15,7,17.3,77.0,17.4,26.2,20.7,7.0,8126,99.0,59.1,1
15,9,19.9,75.0,17.7,21.4,20.8,5.9,17838,92.2,45.8,1
16,1,15.5,77.0,18.5,21.6,18.1,5.1,36577,98.3,48.2,1
16,3,22.8,79.6,24.2,,16.6,5.1,634,0.0,27.8,1
16,5,17.5,80.0,23.7,22.1,18.0,7.0,12259,83.2,48.6,1
16,7,26.0,79.3,24.7,27.8,18.2,7.1,1121,64.8,32.4,2
16,9,24.8,81.6,28.3,30.7,27.8,6.0,1507,43.4,43.4,1
16,11,22.9,78.4,25.8,23.1,16.6,8.2,8846,36.6,38.9,1
16,13,11.2,69.3,9.7,20.3,13.9,1.9,2677,132.3,56.7,2
16,15,20.9,,17.1,,19.1,5.5,1159,26.5,0.0,2
16,17,20.2,76.6,19.1,28.8,22.2,5.6,6208,61.1,46.4,1
16,19,18.4,81.1,21.1,21.4,15.5,7.1,13095,55.5,65.3,1
16,21,21.2,76.8,20.0,18.3,22.4,4.9,1990,84.8,28.3,1
16,23,26.7,,24.2,,25.6,10.3,570,35.6,0.0,2
16,25,,,,,,,186,0.0,0.0,1
16,27,22.7,80.3,23.9,21.6,20.0,7.5,25735,40.1,26.7,1
16,29,24.5,78.5,22.5,22.0,17.8,9.7,1143,14.0,56.1,1
16,31,24.6,76.0,21.5,21.1,17.5,6.6,5177,46.9,51.6,1
16,33,,,,,,,271,0.0,0.0,2
16,35,21.3,77.4,22.5,35.3,24.2,8.5,1291,119.4,35.8,2
16,37,17.6,73.8,24.6,,21.2,5.9,838,24.5,24.5,2
16,39,21.8,81.1,26.7,29.1,23.9,4.5,4992,45.4,14.0,1
16,41,19.8,82.8,17.7,18.3,9.2,5.3,2263,32.3,48.5,2
16,43,24.1,81.9,19.8,29.6,16.7,7.7,2797,16.3,24.5,2
16,45,23.4,77.4,26.0,30.0,25.2,8.6,2746,49.2,12.3,1
16,47,29.7,82.1,26.0,31.9,22.5,8.6,3209,34.6,27.7,2
16,49,26.3,75.8,20.1,28.9,18.2,4.9,2513,63.7,19.1,2
16,51,24.0,80.8,25.0,24.1,10.8,7.5,4164,0.0,23.2,1
16,53,27.3,78.4,22.3,23.3,25.1,7.7,4296,40.7,15.3,1
16,55,18.1,79.0,20.9,22.8,20.9,6.2,16481,65.8,46.2,1
16,57,13.5,77.6,16.5,19.6,14.3,4.0,4693,54.7,37.4,2
16,59,20.8,73.5,22.6,23.8,25.2,6.5,1637,37.9,12.6,2
16,61,30.0,73.3,27.0,,,6.6,600,0.0,53.3,2
16,63,26.5,,19.5,,21.4,6.9,985,22.0,0.0,2
16,65,16.1,78.8,19.3,13.3,3.6,3.2,5314,61.3,42.0,2
16,67,26.6,79.7,25.9,25.1,16.9,5.3,4426,26.3,36.8,1
16,69,21.3,78.2,24.6,28.7,22.9,7.2,4880,87.0,58.0,2
16,71,29.2,87.3,23.8,,16.6,7.1,684,23.8,23.8,2
16,73,34.1,84.9,29.4,33.2,26.6,3.9,2924,9.0,9.0,1
16,75,23.7,78.3,26.7,34.5,23.0,8.2,4037,18.0,27.0,1
16,77,26.3,74.7,28.7,25.6,17.3,5.7,1713,12.9,25.8,1
16,79,24.3,81.2,26.0,37.4,24.3,7.8,2227,60.8,68.4,2
16,81,10.2,74.4,17.8,16.5,12.1,5.3,1357,26.8,26.8,2
16,83,24.2,77.1,21.8,27.5,22.9,5.7,11165,70.6,43.2,1
16,85,22.3,79.1,16.9,,20.5,4.6,1131,120.0,72.0,2
16,87,27.7,75.7,29.0,28.5,22.0,8.4,2036,19.8,29.7,2
17,1,29.0,77.5,26.3,26.1,21.6,7.8,6113,74.6,47.7,1
17,3,,,,,,1.0,1715,33.6,22.4,1
17,5,,,,,,13.7,1604,27.7,22.2,2
17,7,,,,,16.4,5.5,5213,55.5,19.8,1
17,9,,,,,,,556,43.9,43.9,2
17,11,24.1,81.0,22.0,20.0,,8.4,4090,53.8,28.3,2
17,13,,,,,,,409,58.1,19.4,2
17,15,,,14.3,,,3.1,1651,43.5,24.9,2
17,17,,,15.7,,,6.3,1899,14.4,28.8,2
17,19,22.4,70.9,19.0,21.1,20.3,5.8,19833,121.7,45.4,1
17,21,,86.1,25.6,,29.3,10.7,3112,54.0,39.8,2
17,23,,,,,,10.8,1686,23.6,11.8,2
17,25,,,,,,,1441,42.5,28.3,1
17,27,,,,,,11.5,2511,55.4,30.5,2
17,29,17.2,,30.1,,18.0,9.5,5298,60.7,45.0,2
17,31,27.8,76.8,22.0,23.0,21.4,7.1,852932,137.2,67.4,1
17,33,,,,,,13.7,2143,40.2,30.2,2
17,35,,,,,,,1105,9.1,9.1,2
17,37,20.4,79.4,23.5,19.3,21.6,5.0,9807,37.9,38.9,2
17,39,,,,,,4.2,1665,66.2,48.1,2
17,41,,,,,17.2,9.8,2281,45.1,40.1,2
17,43,21.7,71.5,17.4,19.5,18.9,5.2,91691,150.4,78.1,1
17,45,,,,,,7.8,1982,31.3,31.3,2
17,47,,,,,,,689,14.7,14.7,2
17,49,18.3,,19.9,,18.1,10.5,2732,86.8,37.6,2
17,51,,,14.8,,,8.4,2396,18.4,18.4,1
17,53,,,,,,6.2,1359,84.8,35.3,2
17,55,40.7,,22.2,,29.7,8.7,5022,42.8,37.8,1
17,57,32.8,,19.4,,30.6,9.2,4050,42.4,23.9,2
17,59,,,,,,,857,16.3,0.0,1
17,61,,,,,,,1683,41.1,41.1,2
17,63,23.3,,27.5,,26.1,6.0,3705,47.9,27.4,2
17,65,,,,,,,1010,36.1,12.0,1
17,67,,,,,20.0,10.0,1780,31.3,41.8,1
17,69,,,,,,,484,63.6,0.0,1
17,71,,,,,,,984,37.6,12.5,1
17,73,23.9,81.2,20.7,15.7,20.8,6.2,5081,33.6,31.6,2
17,75,37.6,,25.0,,27.1,8.1,3408,45.6,26.1,2
17,77,14.4,,15.3,14.6,25.5,3.8,8992,136.3,43.1,1
17,79,,,,,,,1193,20.0,20.0,1
17,81,30.9,,32.7,,30.4,12.1,5103,64.3,39.6,1
17,83,,,,,,11.7,1998,49.0,35.6,2
17,85,,,,,,6.8,2099,31.0,44.3,2
17,87,,,,,,,1412,7.6,22.8,1
17,89,26.9,81.5,22.6,20.4,17.9,5.6,56073,48.5,47.1,1
17,91,22.5,75.2,28.1,25.4,22.1,7.5,12693,65.8,29.6,1
17,93,21.6,,18.6,,15.7,4.7,5757,28.9,22.6,1
17,95,22.7,76.6,22.4,26.2,24.8,9.7,6186,76.9,35.6,2
17,97,20.9,74.9,20.8,22.1,19.6,5.3,74013,109.0,73.7,1
17,99,27.9,72.2,24.1,29.1,29.0,8.2,11613,48.8,42.6,1
17,101,,,,,,,1560,43.9,25.1,2
17,103,24.1,,18.3,,23.4,8.3,3130,61.7,39.2,2
17,105,28.2,,28.2,,30.1,6.1,3501,33.2,35.7,2
17,107,,,,,,9.5,2281,42.5,39.2,2
17,109,18.6,,26.6,,19.9,5.1,3466,75.1,46.9,2
17,111,21.1,73.0,21.3,19.1,22.3,4.9,27204,57.2,50.0,1
17,113,19.4,79.2,20.9,19.0,19.4,6.1,14905,66.7,45.3,2
17,115,25.7,75.3,23.7,24.2,29.2,8.4,11761,87.1,51.7,1
17,117,20.3,,29.7,,26.4,7.6,4486,30.5,32.6,2
17,119,24.3,77.8,28.0,23.6,24.7,7.1,28044,51.1,57.9,1
17,121,26.7,,28.3,,28.4,8.9,4400,69.7,42.3,1
17,123,,,14.9,,,2.2,1158,30.3,22.7,2
17,125,,,,,,9.4,1623,19.1,31.8,2
17,127,,,13.0,,,6.1,1838,32.6,32.6,2
17,129,,,,,,,1170,39.3,23.6,2
17,131,,,,,,10.7,1589,23.7,11.8,1
17,133,15.3,,19.0,,19.0,4.6,2091,29.0,32.2,1
17,135,,,,,20.0,8.3,2885,49.3,26.3,2
17,137,28.6,86.5,26.7,,30.1,5.8,3297,53.2,53.2,2
17,139,,,,,,8.5,1197,27.6,6.9,2
17,141,20.0,80.6,27.2,24.1,23.4,7.9,5851,47.9,35.0,2
17,143,28.7,84.8,24.1,23.5,24.1,7.4,21375,145.9,54.3,1
17,145,,,,,,12.6,2408,57.0,43.8,1
17,147,,,11.5,,,6.8,971,24.0,30.0,2
17,149,,,,,18.6,9.8,1988,35.1,23.4,2
17,151,,,,,,,510,47.5,23.7,1
17,153,,,,,,,1210,0.0,0.0,1
17,155,,,,,,,603,16.4,32.8,2
17,157,24.9,,18.2,,17.1,4.1,3091,60.4,39.2,2
17,159,,,,,,8.8,1751,101.3,57.0,2
17,161,24.3,76.1,26.1,27.9,25.5,8.5,18735,59.5,52.8,1
17,163,30.9,81.0,29.7,31.6,22.7,9.2,31928,71.5,54.2,1
17,165,,,,,,8.0,3358,57.5,38.4,1
17,167,25.5,73.4,24.0,27.9,19.8,11.0,19820,154.6,53.9,1
17,169,,,,,,,643,56.6,28.3,2
17,171,,,,,,,460,37.0,18.5,2
17,173,,,,,,4.3,2135,31.4,13.4,2
17,175,,,,,,,573,16.2,16.2,2
17,177,18.3,82.5,22.0,24.9,12.7,8.7,4943,50.0,41.7,1
17,179,23.4,82.3,21.3,23.6,28.2,6.1,9496,50.0,37.7,2
17,181,,,,,,10.0,2337,87.9,27.5,1
17,183,31.2,84.3,31.8,29.2,26.0,9.0,10340,61.9,36.4,1
17,185,,,,,,,1228,23.9,23.9,2
17,187,,,,,,6.7,2080,51.3,34.2,2
17,189,,,,,,10.4,1242,20.1,20.1,2
17,191,,,,,13.5,7.1,1696,41.7,17.9,1
17,193,,,,,,7.3,1539,39.3,32.7,2
17,195,22.6,84.6,23.4,,27.2,8.3,6934,53.5,36.8,1
17,197,23.9,83.1,23.6,22.0,23.2,5.2,57127,42.9,26.3,1
17,199,25.0,,24.5,25.5,20.9,6.9,7691,77.0,31.4,1
17,201,25.3,76.3,25.8,27.5,26.2,9.3,32344,98.4,54.7,1
17,203,12.8,,27.8,20.1,,7.9,2279,32.0,18.7,2
18,1,31.7,82.8,37.1,,15.4,6.2,4705,29.5,26.6,2
18,3,21.4,79.6,23.8,25.4,23.6,5.9,38612,71.5,44.5,1
18,5,22.9,80.8,21.1,20.2,23.0,5.2,6589,102.0,46.2,1
18,7,,,,,,6.0,1087,33.2,22.1,2
18,9,,,18.4,,,10.0,1232,50.5,21.7,2
18,11,23.7,74.4,23.1,29.9,20.2,6.1,2883,159.4,38.4,2
18,13,18.0,,25.2,,18.6,11.9,1629,46.2,6.6,2
18,15,25.7,,32.6,,26.2,6.1,2196,34.3,24.5,2
18,17,29.4,77.4,21.1,19.7,28.5,4.1,5376,44.9,24.9,1
18,19,26.3,79.9,22.2,28.6,29.5,8.7,10617,69.9,28.5,2
18,21,33.1,80.6,33.3,,29.7,9.8,2847,51.6,14.7,2
18,23,33.4,,24.9,20.4,23.6,8.1,4170,29.3,26.4,1
18,25,,,,,,,1621,8.9,17.8,2
18,27,33.0,84.8,23.1,,26.9,3.5,4722,32.8,16.4,2
18,29,28.5,78.5,18.7,23.9,35.7,4.7,3519,55.0,18.3,2
18,31,32.1,86.5,34.0,,27.7,9.4,1858,39.7,27.8,2
18,33,24.3,74.9,28.1,20.2,22.7,6.1,3733,64.8,36.0,2
18,35,21.5,76.1,28.3,25.3,25.0,8.8,12976,110.9,46.4,1
18,37,25.0,82.3,19.9,23.7,16.8,6.2,2810,90.6,41.6,2
18,39,26.2,77.0,25.2,27.7,23.2,5.5,24647,53.7,30.2,2
18,41,23.7,,26.9,,24.8,10.0,2376,48.2,28.1,2
18,43,24.1,76.8,21.9,26.4,25.7,6.3,6749,86.1,45.8,2
18,45,35.5,82.0,37.1,,24.6,12.1,1885,28.6,34.4,2
18,47,28.5,86.1,26.0,,25.4,9.5,1992,17.3,13.0,2
18,49,35.9,89.1,23.7,,31.1,9.2,2951,58.1,29.0,2
18,51,31.5,,25.5,27.8,22.5,8.1,3128,32.9,38.9,1
18,53,27.1,80.4,33.2,34.5,27.8,8.7,9209,46.8,42.5,1
18,55,29.3,81.3,28.7,,26.2,11.2,4160,41.8,38.8,2
18,57,16.4,76.3,20.0,18.6,16.9,4.8,15981,128.0,41.1,1
18,59,24.3,82.7,20.7,18.8,20.5,6.5,4931,57.0,31.7,2
18,61,28.0,82.8,28.9,18.6,26.7,7.7,3026,51.6,29.9,2
18,63,22.1,74.1,23.4,26.1,23.8,5.2,8137,56.5,34.5,2
18,65,31.0,81.8,30.1,,26.8,8.6,4534,55.0,31.8,2
18,67,23.6,79.1,25.8,28.6,24.3,9.2,10088,71.8,56.5,1
18,69,26.2,79.6,24.0,,22.3,8.8,3193,57.5,31.4,2
18,71,28.9,83.0,25.1,27.1,31.4,7.4,4493,61.6,30.8,1
18,73,26.4,,27.9,20.5,26.5,9.0,3189,53.3,22.0,2
18,75,35.7,78.8,27.3,,25.2,12.7,2879,41.7,32.4,1
18,77,23.0,80.5,26.9,,35.7,5.7,3266,80.2,49.3,2
18,79,35.4,88.1,23.8,,28.9,10.3,3174,35.2,17.6,2
18,81,25.4,81.6,22.5,23.7,27.0,6.3,11107,77.1,38.2,1
18,83,30.4,78.3,25.1,,30.0,7.8,4521,70.4,31.3,2
18,85,24.4,73.3,24.0,28.7,27.0,8.2,9086,47.3,23.7,2
18,87,22.7,78.5,26.8,,32.6,5.5,5849,24.4,19.0,1
18,89,29.2,79.0,28.7,27.5,27.7,8.1,72085,72.2,43.0,1
18,91,28.3,79.8,25.6,30.5,26.6,8.0,12900,67.9,42.5,2
18,93,34.0,80.7,28.7,31.7,29.1,11.5,4693,58.2,36.6,2
18,95,28.3,77.8,27.1,30.1,29.4,8.4,14070,64.4,39.9,1
18,97,26.3,78.4,24.3,25.4,28.0,7.5,113729,132.8,64.0,1
18,99,27.7,70.3,26.0,20.4,26.8,5.7,4957,59.6,32.0,2
18,101,,,,,,4.0,1024,28.9,19.3,2
18,103,23.9,79.0,27.6,27.7,30.6,9.0,4173,44.9,22.5,2
18,105,18.2,80.8,18.7,23.5,26.1,7.3,13081,80.7,48.6,2
18,107,29.3,76.4,23.3,22.9,32.5,7.8,3469,57.5,41.8,2
18,109,27.1,78.7,26.5,26.3,28.6,6.5,6084,45.9,28.7,2
18,111,,,,,,10.9,1394,13.8,13.8,2
18,113,31.9,79.9,30.0,26.5,23.7,8.6,5728,35.8,27.4,2
18,115,,,,,,,494,0.0,17.0,1
18,117,39.1,87.1,,,35.1,12.3,2182,65.8,20.2,2
18,119,29.5,,28.1,,31.5,4.8,2780,21.9,13.1,2
18,121,34.1,,27.0,,29.0,12.3,1950,40.3,17.3,2
18,123,24.2,,22.5,,29.8,6.7,1479,52.5,26.3,2
18,125,,,,,18.4,12.9,1215,31.3,23.5,2
18,127,24.3,73.9,24.0,22.2,27.5,5.6,16270,58.3,43.7,1
18,129,26.5,78.3,20.6,19.0,22.5,10.9,1917,22.3,29.8,2
18,131,,,,,,9.4,1541,43.5,29.0,2
18,133,27.9,74.9,21.5,,31.0,3.4,3397,43.3,24.4,2
18,135,32.5,78.9,31.9,,22.0,11.4,3134,30.0,22.5,2
18,137,26.7,74.8,20.3,,26.7,10.2,2443,65.0,39.7,2
18,139,,,29.3,,18.3,4.3,1584,50.5,16.8,2
18,141,26.2,75.5,22.8,26.7,25.3,8.1,33036,95.4,45.1,1
18,143,35.8,,27.2,,29.8,8.7,2747,46.2,25.2,2
18,145,30.5,78.4,31.1,,26.7,6.5,3912,45.7,27.4,2
18,147,24.4,85.1,24.9,,26.7,5.0,2131,29.2,19.5,2
18,149,30.1,81.7,26.9,,33.2,11.3,2919,39.2,8.7,1
18,151,21.2,83.4,25.0,13.8,26.1,5.9,3568,50.3,29.6,2
18,153,24.0,79.0,22.5,,35.0,4.9,2501,23.0,32.2,2
18,155,,,,,,8.2,1267,10.3,10.3,2
18,157,21.1,77.9,20.7,19.6,24.0,5.0,17421,71.5,35.7,1
18,159,24.2,,,,15.7,8.4,1407,54.9,30.5,1
18,161,,,,,,,659,69.4,13.9,2
18,163,24.0,80.8,27.3,27.5,28.6,9.0,16380,114.9,56.6,1
18,165,30.9,,28.1,,26.8,4.5,1735,24.2,18.1,2
18,167,27.5,84.6,25.3,36.5,28.5,10.8,12609,113.1,54.6,2
18,169,24.9,,22.5,27.3,29.7,6.9,3179,47.3,35.5,2
18,171,,,,,,13.7,780,11.4,11.4,2
18,173,24.8,74.4,27.1,30.6,18.1,7.0,4204,138.4,30.2,2
18,175,26.5,88.9,23.9,,35.6,7.1,2751,43.0,17.9,2
18,177,29.3,79.1,26.6,25.9,27.5,9.0,8521,70.8,52.0,2
18,179,24.5,78.6,20.8,,21.4,7.4,2222,85.5,28.5,1
18,181,26.7,,25.7,,27.5,7.5,3170,49.1,28.6,2
18,183,28.3,80.0,28.0,,25.0,8.5,2167,37.1,30.9,2
19,1,25.0,81.6,28.0,25.9,22.9,6.1,709,25.4,25.4,2
19,3,,,,23.9,,12.7,502,70.4,46.9,2
19,5,23.1,78.1,16.7,18.7,27.4,2.9,1735,54.4,34.0,2
19,7,37.3,83.2,25.3,29.7,24.7,8.0,1642,51.2,22.0,1
19,9,,,19.3,,17.1,5.7,717,31.0,31.0,2
19,11,29.7,81.5,25.7,28.2,25.5,5.4,1397,14.8,22.2,2
19,13,22.9,78.7,23.5,24.7,19.3,6.6,10134,89.0,48.5,1
19,15,26.0,80.3,23.2,24.8,25.8,6.2,1556,41.4,30.1,2
19,17,19.0,74.9,20.2,22.0,19.2,3.6,1226,54.9,46.5,2
19,19,32.1,81.5,29.7,24.1,22.3,4.6,1987,28.5,28.5,2
19,21,21.2,75.0,25.1,29.8,20.6,10.9,2281,49.6,49.6,1
