state_code,county_code,no_exercise,few_fruit_veg,obesity,high_blood_pres,smoker,diabetes,uninsured,prim_care_phys_rate,dentist_rate,community_health_center_ind
19,23,21.2,81.2,20.7,29.1,11.6,4.6,822,19.9,13.3,2
19,25,22.0,81.7,21.2,31.7,19.5,4.3,934,28.7,28.7,2
19,27,25.7,83.5,20.9,23.2,17.7,6.2,1272,76.1,42.8,2
19,29,24.3,75.3,23.3,28.0,20.4,8.4,1369,56.3,42.2,2
19,31,26.3,75.6,25.2,26.4,23.5,7.1,870,21.9,38.3,2
19,33,21.5,82.2,24.4,23.5,21.1,6.1,3447,129.9,60.5,2
19,35,24.3,79.5,21.3,27.2,13.8,5.7,1061,40.9,49.0,2
19,37,29.6,85.9,26.9,22.8,23.2,6.1,782,39.8,39.8,2
19,39,28.3,85.8,24.8,30.9,24.8,9.5,1061,43.7,21.8,2
19,41,18.4,83.8,23.4,28.2,19.2,5.3,1097,59.2,53.3,2
19,43,23.0,76.9,26.0,25.6,18.4,5.4,1799,38.2,38.2,2
19,45,21.9,79.8,26.6,31.8,25.6,10.4,4426,48.3,56.3,2
19,47,29.1,,28.7,29.5,21.3,5.6,2313,41.4,23.7,2
19,49,23.4,76.6,18.8,22.5,15.6,6.0,3594,21.3,19.3,2
19,51,,,,,,8.9,1355,11.5,34.6,2
19,53,34.9,,27.7,28.0,23.2,7.8,1156,23.2,34.9,1
19,55,23.0,80.2,22.7,29.3,19.9,5.8,1475,27.7,33.3,2
19,57,28.3,78.0,24.8,28.5,18.3,7.0,3844,56.4,46.6,1
19,59,19.7,74.2,25.0,24.3,19.9,6.4,907,47.9,47.9,2
19,61,19.4,79.5,25.1,24.4,16.3,6.1,5367,88.4,53.5,2
19,63,20.9,,31.0,,21.4,12.5,1207,66.5,38.0,2
19,65,33.0,85.5,22.8,23.0,26.6,6.3,2158,14.1,32.9,2
19,67,29.4,72.4,31.6,27.3,21.1,7.9,1391,30.4,54.7,2
19,69,25.5,80.8,20.7,20.4,16.5,6.0,1041,18.6,55.9,2
19,71,32.4,85.2,32.5,33.7,24.0,6.3,734,38.7,12.9,2
19,73,31.9,87.7,,,,8.1,990,40.1,30.1,2
19,75,,82.4,22.3,22.9,15.0,7.8,711,24.3,24.3,2
19,77,21.4,89.1,25.5,22.5,14.0,2.8,860,34.6,26.0,2
19,79,31.8,80.3,26.7,27.5,23.4,11.0,1251,55.5,49.4,2
19,81,22.3,81.7,21.9,26.1,22.1,9.1,943,42.4,33.9,2
19,83,26.4,81.4,27.5,27.7,22.8,8.4,1655,44.4,38.9,2
19,85,33.4,79.8,30.8,31.2,28.3,8.8,1259,25.2,37.8,2
19,87,27.6,76.8,31.0,25.0,18.4,8.4,1591,44.5,59.3,2
19,89,,84.0,18.1,,11.6,5.1,843,51.5,51.5,2
19,91,,,21.5,,13.7,6.8,739,30.1,40.1,2
19,93,,,,19.4,22.2,2.0,690,13.6,27.1,2
19,95,31.9,76.6,28.7,25.1,21.3,8.2,685,37.4,24.9,2
19,97,24.4,81.2,23.4,24.2,18.0,8.8,1961,39.3,39.3,2
19,99,25.4,85.0,28.7,24.8,21.9,8.1,2134,31.9,37.2,2
19,101,21.1,,,,,6.5,1800,43.8,50.1,2
19,103,13.2,77.4,16.1,15.9,17.5,3.9,9483,307.5,158.0,1
19,105,20.6,,19.2,22.0,21.1,5.2,1494,14.6,39.0,2
19,107,25.5,84.3,,,16.5,11.8,1125,0.0,26.9,2
19,109,27.8,75.2,22.5,23.1,18.9,4.3,1410,31.0,55.8,2
19,111,27.8,85.3,23.2,22.1,30.2,8.8,3731,68.1,40.9,1
19,113,19.9,81.9,21.5,23.5,20.7,6.2,12750,76.4,53.3,2
19,115,28.6,84.0,,,23.9,6.9,1430,8.4,16.9,2
19,117,,,,,,10.7,882,20.7,31.0,1
19,119,21.7,79.8,17.6,25.1,18.5,4.8,887,17.0,25.5,2
19,121,28.1,79.4,26.1,20.1,20.3,3.8,1001,6.6,19.8,2
19,123,30.5,88.5,20.5,24.5,22.3,5.1,1663,62.6,22.4,2
19,125,25.4,81.4,22.7,28.0,25.8,7.2,1678,54.6,42.4,2
19,127,28.7,81.5,27.9,25.4,25.9,6.9,4532,55.8,48.2,1
19,129,22.5,75.6,22.6,26.2,29.5,6.0,931,45.8,26.2,2
19,131,22.3,,20.6,28.5,19.3,4.6,937,18.3,36.6,2
19,133,,85.3,,,23.2,10.0,1019,52.5,52.5,2
19,135,,,,,,11.1,714,12.8,25.5,1
19,137,30.8,83.5,29.1,33.3,26.0,13.2,1126,53.0,44.2,2
19,139,26.7,82.9,25.6,23.2,22.8,5.7,4804,42.1,39.8,2
19,141,24.1,82.8,25.7,25.8,23.3,3.7,946,48.6,34.7,2
19,143,,88.9,,,,13.3,653,29.9,14.9,2
19,145,27.8,79.8,24.5,30.5,28.3,5.1,1388,67.7,61.5,2
19,147,,87.3,,,21.4,8.7,921,30.9,20.6,2
19,149,21.6,85.4,20.3,21.1,21.2,7.5,1605,48.1,40.1,2
19,151,,,,,20.3,1.7,691,25.2,50.4,2
19,153,21.3,82.8,22.8,21.8,24.0,6.5,34335,74.3,53.1,1
19,155,26.3,82.5,26.8,28.0,28.0,8.3,8821,51.3,34.5,1
19,157,23.5,79.4,26.0,33.8,23.0,7.3,1311,79.3,42.3,2
19,159,,,,,11.4,8.1,679,19.0,19.0,1
19,161,28.0,81.2,23.8,26.1,22.0,4.9,1138,37.7,37.7,2
19,163,20.1,81.3,20.5,23.7,23.7,6.9,15478,72.1,55.9,1
19,165,22.9,78.7,26.0,29.0,15.4,2.7,987,39.6,31.7,2
19,167,21.5,83.5,17.6,16.5,15.8,4.3,2348,49.6,34.1,2
19,169,14.8,79.9,17.2,15.5,16.2,4.5,5642,75.0,37.5,2
19,171,22.8,80.1,25.6,23.9,23.3,5.2,1837,27.9,33.5,2
19,173,29.0,85.8,27.3,26.2,26.2,10.6,955,0.0,30.2,2
19,175,23.8,78.2,28.0,28.1,24.9,7.9,1099,41.8,41.8,2
19,177,,,,13.3,,10.6,859,12.8,12.8,2
19,179,27.6,79.8,24.8,27.2,23.9,6.2,3982,89.0,44.5,1
19,181,21.1,81.7,26.0,26.8,20.4,6.1,2789,16.3,25.6,2
19,183,22.4,82.7,25.3,23.4,21.8,4.2,2006,46.6,37.3,2
19,185,,,,,,12.0,842,30.3,15.1,1
19,187,28.2,83.0,26.0,31.5,24.4,9.8,3832,48.7,59.0,1
19,189,18.2,76.4,25.6,23.8,15.7,7.7,905,35.2,61.7,2
19,191,29.3,78.3,19.5,19.2,13.4,4.6,1287,75.4,47.1,2
19,193,26.1,82.9,23.0,23.9,28.6,4.6,13112,67.2,43.9,1
19,195,25.1,,23.7,22.9,17.7,8.1,556,38.6,25.7,2
19,197,29.0,81.2,19.3,25.2,25.7,6.4,1314,36.6,51.3,2
20,1,33.1,,27.8,,26.6,8.2,1792,14.5,43.5,2
20,3,35.3,,25.5,,21.4,10.7,1171,36.7,12.2,2
20,5,28.8,81.6,25.4,,21.6,9.3,1698,47.6,41.7,2
20,7,,,14.6,,18.0,3.4,690,20.2,40.3,2
20,9,26.5,80.8,27.0,31.4,22.9,8.2,3707,64.0,42.7,1
20,11,31.9,,21.2,24.8,24.2,7.6,2042,66.7,33.3,2
20,13,31.9,82.1,24.9,,26.7,9.4,1416,97.7,29.3,2
20,15,22.8,81.3,25.7,21.1,21.7,6.7,5781,51.3,22.5,2
20,17,,,,,,6.1,382,0.0,0.0,1
20,19,,,,,,14.9,626,24.3,0.0,2
20,21,31.5,86.3,25.9,,23.7,7.6,3103,13.9,23.2,1
20,23,,,,,12.9,10.4,576,33.9,67.9,2
20,25,,,,,,7.9,306,131.4,43.8,2
20,27,29.9,,29.0,,19.1,6.7,950,92.7,11.6,2
20,29,25.3,83.7,20.7,,19.6,9.5,1088,41.0,20.5,2
20,31,16.2,82.9,23.8,,17.0,6.7,958,34.6,23.0,2
20,33,,,,,,,249,0.0,0.0,2
20,35,32.8,82.6,29.2,30.4,23.4,8.4,4344,59.5,48.2,2
20,37,23.8,81.2,23.6,24.1,24.8,7.0,5017,60.2,49.7,1
20,39,,,,,,4.5,553,94.0,31.3,2
20,41,29.2,78.4,27.0,28.9,23.8,5.8,1913,46.9,41.6,2
20,43,31.9,,29.6,,21.7,9.1,842,25.6,0.0,1
20,45,19.3,79.6,17.0,14.9,19.2,3.6,11344,74.8,42.8,2
20,47,,,,,13.1,8.9,537,30.4,30.4,2
20,49,,,,,,9.8,625,0.0,0.0,2
20,51,21.3,81.2,17.2,15.4,20.1,5.0,2618,48.6,59.8,2
20,53,22.5,,21.7,,12.2,4.9,632,31.5,31.5,2
20,55,36.3,84.0,23.1,25.1,20.8,5.5,7819,41.0,25.6,1
20,57,27.9,83.0,24.9,23.0,18.2,5.9,5719,74.1,32.6,1
20,59,28.4,82.1,27.2,35.0,23.5,5.5,2798,30.5,15.2,2
20,61,17.6,80.8,16.7,20.7,24.8,6.5,4807,52.9,89.5,1
20,63,,,,,,1.0,464,181.0,0.0,2
20,65,,,,,,8.4,384,73.5,36.8,2
20,67,,,27.3,,26.9,8.2,1368,39.8,39.8,1
20,69,24.5,,,,18.6,4.5,899,34.1,0.0,2
20,71,,,,,,,242,74.1,0.0,2
20,73,36.2,82.4,30.8,,20.1,11.9,1085,27.3,27.3,2
20,75,,,,,,,485,0.0,76.8,2
20,77,,,24.9,,21.7,11.1,731,49.3,49.3,2
20,79,25.0,82.4,24.7,27.2,12.8,7.9,3453,103.4,35.5,2
20,81,,,,,15.7,5.6,786,47.3,0.0,2
20,83,,,,,,,271,47.4,0.0,2
20,85,31.0,82.3,26.9,,26.4,8.9,1373,51.7,22.2,2
20,87,26.3,83.5,25.1,21.9,22.6,6.1,1599,31.4,20.9,2
20,89,,,,,12.6,9.5,567,29.8,0.0,2
20,91,16.7,79.4,17.4,18.9,16.6,4.8,34718,128.5,63.8,2
20,93,,,,,,9.0,810,44.3,22.1,2
20,95,26.9,86.8,30.9,,18.6,9.3,937,0.0,49.0,2
20,97,,,,,10.4,4.3,412,0.0,33.5,2
20,99,34.2,88.9,27.9,32.4,25.5,6.9,2903,72.2,27.1,2
20,101,,,,,,14.5,285,52.8,0.0,2
20,103,21.5,78.8,20.8,24.2,21.6,5.8,6040,42.4,52.0,2
20,105,,,13.8,,,3.1,396,29.3,29.3,2
20,107,29.5,82.6,25.4,,27.3,6.5,1192,20.2,10.1,2
20,109,,,,,,10.5,360,0.0,71.6,2
20,111,27.2,79.4,24.4,18.5,19.6,7.0,5155,59.0,36.5,1
20,113,24.6,77.8,23.4,30.2,13.5,6.1,1828,67.7,44.0,2
20,115,25.7,75.6,20.8,,18.2,3.5,1478,30.9,38.6,2
20,117,32.3,74.5,28.8,,17.0,5.8,1152,38.4,38.4,2
20,119,,,,,14.5,9.6,703,43.2,21.6,2
20,121,25.2,76.1,27.3,21.5,21.6,6.9,2325,49.2,23.0,2
20,123,25.5,82.4,16.7,,18.5,3.6,661,77.9,15.6,2
20,125,30.5,80.8,28.0,29.3,27.1,9.1,4615,52.1,43.4,2
20,127,28.8,,20.0,,17.9,9.2,736,49.6,33.1,2
20,129,,,,,,2.2,551,62.6,62.6,2
20,131,31.4,79.0,21.9,,11.4,3.9,986,38.3,47.9,2
20,133,32.7,81.9,24.7,28.9,19.2,9.4,2013,54.4,42.3,2
20,135,,,,,,10.3,426,33.2,0.0,2
20,137,,90.3,15.3,,,7.5,665,70.6,53.0,2
20,139,29.9,81.2,30.6,,26.4,8.0,1672,23.3,23.3,1
20,141,,,17.6,,19.2,11.0,506,0.0,49.4,2
20,143,40.0,,24.6,,14.5,4.4,617,81.7,32.7,2
20,145,29.7,,26.8,,18.2,12.4,781,59.4,14.8,1
20,147,24.4,,,,19.4,7.8,728,90.8,36.3,2
20,149,22.9,73.2,19.5,19.3,19.3,5.0,1887,62.7,36.6,2
20,151,26.0,83.2,22.5,,23.1,11.1,1140,73.7,52.7,2
20,153,,,,,,,333,112.3,0.0,2
20,155,25.0,79.6,25.2,24.1,22.7,6.4,7423,81.8,48.8,2
20,157,25.7,,14.6,,12.9,8.3,701,77.5,38.7,2
20,159,27.3,89.7,24.2,,16.5,5.2,1361,28.7,47.8,2
20,161,14.3,77.9,14.7,15.7,16.1,3.3,7472,71.6,47.8,1
20,163,27.4,,17.4,,22.8,9.0,662,37.4,37.4,2
20,165,,,,,,12.8,371,58.7,29.4,2
20,167,33.4,81.2,22.4,,21.3,7.9,801,43.8,43.8,2
20,169,23.0,75.8,21.7,21.5,23.9,4.9,6059,87.2,46.4,1
20,171,,,24.7,,11.5,5.3,645,87.0,43.5,2
20,173,24.6,79.9,24.5,24.0,22.9,6.8,59433,98.5,41.0,1
20,175,30.7,83.3,21.2,23.2,20.2,7.0,4417,51.6,30.1,1
20,177,25.5,80.9,26.0,24.0,19.6,6.7,18641,66.1,55.1,1
20,179,,,,,,4.3,345,38.6,38.6,2
20,181,29.3,,,,,8.8,1162,48.8,48.8,2
20,183,21.7,,,,7.5,7.7,485,48.5,48.5,2
20,185,22.9,,17.3,,16.2,10.3,737,22.3,44.6,2
20,187,,,,,,,451,44.5,0.0,2
20,189,25.5,,11.2,,19.1,7.0,925,18.5,37.0,2
20,191,26.4,78.1,29.7,27.3,19.5,8.6,2830,28.2,32.3,2
20,193,27.7,93.7,15.2,,18.6,3.8,857,52.4,52.4,2
20,195,,,,,13.0,7.2,334,131.1,32.8,2
20,197,30.2,,23.8,,16.2,5.1,642,28.9,0.0,2
20,199,,,,,,,285,0.0,0.0,2
20,201,27.9,,22.0,,16.0,6.1,733,33.3,33.3,2
20,203,,,,,,9.6,461,43.3,0.0,2
20,205,33.3,,31.2,,19.8,11.0,1447,61.0,30.5,2
20,207,,,,,,8.8,520,28.0,28.0,2
20,209,37.3,83.1,27.4,26.5,28.2,7.7,28521,107.9,36.0,1
21,1,38.8,77.4,27.3,38.5,32.0,8.5,3576,62.6,28.5,2
21,3,39.0,83.1,32.0,,32.5,8.8,2240,10.7,26.7,2
21,5,23.7,84.3,25.9,,,3.3,1842,34.3,29.4,2
21,7,31.1,81.8,24.0,,32.4,8.9,951,24.2,12.1,2
21,9,34.3,78.5,25.5,29.8,30.1,7.5,5152,124.8,29.9,2
21,11,34.6,87.2,26.8,36.7,34.3,7.0,1866,34.4,17.2,2
21,13,41.3,80.3,32.4,23.9,36.1,11.5,5813,94.4,43.8,2
21,15,21.9,81.3,25.0,25.1,21.0,5.2,8416,76.2,43.3,2
21,17,,,,,,8.0,2633,65.5,30.3,2
21,19,37.6,79.9,27.2,35.9,29.0,9.6,6377,127.0,66.5,2
21,21,25.8,80.2,21.7,,21.0,5.7,2874,123.4,77.6,2
21,23,39.8,77.6,25.1,28.2,40.4,8.1,1013,34.6,34.6,1
21,25,36.6,81.6,29.2,30.6,33.2,7.7,3232,75.2,18.8,1
21,27,36.9,77.9,21.9,27.2,37.9,7.4,2699,31.1,15.5,2
21,29,30.0,77.9,25.6,,30.5,9.9,5489,21.9,21.9,2
21,31,34.5,84.3,33.3,,36.8,8.1,1861,22.4,7.5,2
21,33,33.4,80.7,17.9,,32.3,5.6,1639,46.2,46.2,2
21,35,26.4,78.6,18.1,28.4,27.9,6.5,4042,82.6,34.2,2
21,37,27.8,85.6,23.9,22.0,25.6,6.9,7283,80.2,35.5,1
21,39,,84.8,,,,10.2,788,18.8,18.8,2
21,41,,89.2,,,,5.2,1470,38.3,28.7,2
21,43,37.7,87.4,31.0,30.9,35.5,9.0,4505,29.3,29.3,2
21,45,38.2,81.8,24.8,,23.3,13.3,3117,24.6,12.3,2
21,47,31.2,76.0,24.4,31.7,34.2,9.6,12960,55.6,34.2,2
21,49,40.5,82.1,23.5,,36.7,7.9,4145,65.9,48.7,2
21,51,45.8,83.2,30.8,,37.0,11.6,5021,33.1,24.8,2
21,53,26.7,81.0,22.5,,24.7,7.2,1997,41.8,10.5,2
21,55,39.0,83.9,31.3,,29.9,7.2,1374,33.4,11.1,2
21,57,,,26.4,,25.9,3.2,1390,42.0,56.0,2
21,59,30.1,78.5,22.6,28.9,29.8,7.5,9648,76.3,54.8,2
21,61,34.4,,,,,6.9,1698,16.6,24.9,2
21,63,42.8,83.7,34.7,,40.9,7.3,1240,0.0,29.0,2
21,65,,,,,,13.6,2367,19.9,19.9,1
21,67,23.8,75.9,20.8,22.3,23.0,5.9,33169,182.0,98.5,1
21,69,37.1,83.7,28.3,28.1,32.2,7.2,2226,61.6,20.5,1
21,71,45.0,82.6,31.3,40.2,32.4,11.3,7653,87.6,56.8,1
21,73,27.8,76.9,23.4,25.9,24.0,7.5,5031,58.1,39.4,2
21,75,,83.1,,,,11.9,1263,152.4,27.7,2
21,77,,,,,,5.0,1080,12.3,12.3,2
21,79,,,,,,2.1,2063,42.2,36.2,2
21,81,38.9,83.0,26.2,,37.1,12.5,2940,40.6,16.3,2
21,83,33.1,78.8,25.1,30.5,32.6,8.5,5376,42.5,31.9,2
21,85,35.7,77.1,23.4,38.4,37.9,13.2,3616,55.6,19.8,2
21,87,37.3,80.6,31.8,,31.1,9.5,1949,43.1,25.9,2
21,89,37.1,82.6,29.5,37.7,27.9,10.9,4647,59.2,40.3,2
21,91,28.9,,21.5,,21.7,8.6,707,0.0,58.1,2
21,93,28.6,78.7,24.6,28.2,29.9,7.8,12359,80.5,51.6,2
21,95,45.7,84.7,30.0,31.0,35.7,11.0,6586,50.6,19.0,1
21,97,,85.9,,,,3.1,2182,75.6,32.4,2
21,99,36.6,83.9,18.7,26.8,35.7,6.4,3302,38.2,21.8,2
21,101,31.3,79.6,22.3,28.4,32.6,5.8,5226,57.1,37.3,2
21,103,,89.5,,,,8.3,2004,37.7,31.4,2
21,105,,,,,25.4,8.6,760,19.7,19.7,2
21,107,32.7,83.4,30.5,29.7,30.6,8.0,6523,134.9,36.4,2
21,109,43.9,87.6,35.8,,41.6,6.9,2670,14.7,14.7,1
21,111,26.8,81.0,25.5,26.4,26.7,7.6,75734,131.9,77.4,1
21,113,25.4,72.6,22.6,,29.2,5.9,4761,59.8,20.7,2
21,115,42.1,84.5,33.9,31.8,32.6,11.6,3817,79.2,25.0,2
21,117,24.0,79.9,23.6,27.8,32.7,7.3,14557,104.1,39.7,1
21,119,45.3,77.8,25.5,33.9,34.8,9.4,2999,22.8,34.2,2
21,121,41.2,88.2,26.4,37.3,31.3,7.6,6641,21.8,12.5,2
21,123,32.5,75.4,28.6,,26.1,8.1,1739,21.9,14.6,2
21,125,39.7,82.3,24.7,33.3,32.3,10.9,8441,58.6,21.3,2
21,127,40.8,85.7,27.3,33.8,35.9,8.1,2462,37.1,30.9,2
21,129,43.6,84.6,31.0,,38.7,14.6,1538,38.9,25.9,1
21,131,42.3,82.5,33.4,,36.2,10.2,2236,41.7,25.0,2
21,133,42.4,81.4,33.6,38.9,31.4,11.9,3944,81.9,28.6,1
21,135,41.0,81.8,26.8,35.4,40.3,7.6,2584,14.4,14.4,1
21,137,34.5,80.3,29.5,,31.7,7.2,3764,39.8,8.0,2
21,139,35.2,82.8,27.6,,,6.7,1234,30.7,10.2,2
21,141,33.1,78.1,26.3,26.9,38.9,4.7,3579,44.2,25.8,2
21,143,33.0,,29.7,,19.5,13.5,777,36.8,12.3,2
21,145,33.8,79.2,25.7,34.5,25.9,9.6,7895,92.7,66.5,2
21,147,49.4,80.7,34.3,,46.2,10.4,4087,23.2,17.4,2
21,149,41.0,83.1,38.7,,27.6,9.8,1262,10.1,30.2,2
21,151,28.7,82.0,23.6,25.9,28.9,4.7,8879,69.5,30.9,1
21,153,41.7,87.8,33.3,,34.0,10.8,2715,22.3,37.1,2
21,155,38.8,82.8,23.1,,33.9,7.0,2241,63.4,15.8,2
21,157,26.4,74.6,22.6,31.9,26.1,6.4,3271,42.0,32.3,2
21,159,,90.2,,,31.9,7.5,2427,40.9,16.4,2
21,161,37.5,79.4,21.1,31.6,30.1,7.6,2345,81.7,58.3,1
21,163,28.1,77.8,22.3,28.4,36.7,7.5,3750,10.5,17.6,2
21,165,39.5,87.2,25.1,31.4,37.5,10.8,1252,0.0,29.4,2
21,167,,82.0,27.9,,,8.4,2681,46.3,23.1,2
21,169,36.4,84.1,25.0,,,8.5,1876,29.4,19.6,2
21,171,44.6,87.2,25.4,18.4,,9.6,2158,60.0,42.9,2
21,173,38.3,82.9,30.1,30.3,32.4,9.8,3117,74.2,41.2,2
21,175,39.0,82.3,26.1,31.9,31.4,11.5,2237,34.9,27.9,2
21,177,36.5,81.9,32.9,27.7,27.8,9.3,4585,53.9,25.4,1
21,179,30.0,82.6,26.0,27.0,30.1,6.2,3952,58.4,24.3,2
21,181,,,,,,,851,28.5,28.5,2
21,183,35.7,82.5,26.4,31.6,40.8,8.5,3238,29.6,29.6,2
21,185,21.8,79.2,19.2,,23.7,4.2,3518,52.3,26.2,2
21,187,37.9,,22.4,,,5.9,1556,44.0,35.2,2
21,189,33.0,93.4,25.5,,,10.4,1205,42.1,21.1,1
21,191,,,,,,10.2,1575,13.2,6.6,2
21,193,41.0,79.7,32.6,34.6,33.8,10.7,5146,129.0,37.3,1
21,195,42.6,83.9,28.5,35.0,34.2,11.4,10100,82.2,40.3,1
21,197,,,,,,,2169,29.2,29.2,1
21,199,32.3,80.7,24.1,32.0,30.1,8.9,8413,81.1,38.9,2
21,201,,84.3,21.9,,30.4,6.6,299,0.0,43.9,1
21,203,41.6,76.9,31.9,24.6,29.2,11.8,2698,53.9,12.0,2
21,205,29.7,79.5,25.1,25.7,27.0,6.5,3013,130.5,40.5,2
21,207,42.4,85.2,27.5,30.5,29.6,7.4,2842,52.9,41.1,2
21,209,26.9,83.6,22.2,,28.1,5.4,4192,58.4,30.5,2
21,211,28.9,80.7,,,29.8,3.3,4152,39.3,26.2,2
21,213,31.2,70.6,19.3,,30.3,6.5,1991,52.9,41.1,2
21,215,,,,,,3.3,1309,31.9,31.9,1
21,217,37.3,80.0,18.8,33.2,32.4,6.8,3253,88.4,50.5,2
21,219,45.0,85.7,29.2,,30.4,5.3,2030,16.7,33.5,2
21,221,34.0,81.7,24.0,,32.9,7.0,1551,37.5,22.5,2
21,223,,,,,,,1155,11.1,0.0,2
21,225,35.5,,31.5,,31.0,10.1,2052,32.1,38.5,2
21,227,28.0,75.0,22.6,23.5,27.1,7.7,11418,95.0,57.6,1
21,229,,84.3,24.3,,,10.6,1364,26.3,43.9,2
21,231,36.4,83.1,28.3,31.4,33.3,8.6,3856,39.3,14.7,2
21,233,32.1,82.0,31.6,19.7,24.6,6.6,1950,7.1,28.2,2
21,235,39.8,79.2,30.6,41.5,35.6,11.0,6798,86.8,42.1,1
21,237,50.0,84.1,23.0,,33.0,8.7,1470,14.1,0.0,2
21,239,19.6,,18.5,,18.7,8.6,2530,82.5,41.2,1
22,1,38.9,87.9,27.8,27.6,26.1,8.2,9501,47.0,23.5,2
22,3,38.6,,32.2,,22.6,10.5,3978,47.5,27.7,2
22,5,28.6,81.1,20.3,22.7,25.2,8.7,11229,44.2,17.7,2
22,7,39.4,81.4,26.6,,26.4,13.4,3640,25.9,12.9,2
22,9,41.1,90.3,24.7,31.7,27.4,6.1,7383,45.1,28.5,2
22,11,35.5,79.9,26.2,35.0,25.8,10.1,4818,49.2,28.9,2
22,13,44.1,84.8,29.9,,27.4,10.3,2747,13.2,26.4,2
22,15,28.9,82.7,21.5,28.9,27.8,7.6,14451,62.5,37.9,2
22,17,31.5,81.0,27.0,32.1,21.9,7.7,43461,171.1,56.5,1
22,19,32.1,79.4,26.4,27.0,25.5,7.2,27037,79.8,47.5,1
22,21,,,,,,4.0,1784,28.4,18.9,2
22,23,,,,,16.8,7.5,1408,10.5,10.5,2
22,25,,,31.5,,25.1,12.7,2166,38.3,19.1,1
22,27,39.6,74.0,31.7,,21.6,7.4,2840,55.2,30.7,1
22,29,42.4,91.0,29.7,,20.9,9.2,4174,67.5,36.3,1
22,31,39.4,85.8,31.1,32.0,23.0,8.0,4618,15.2,3.8,1
22,33,27.7,82.5,22.8,27.2,20.4,6.1,61422,113.3,57.1,1
22,35,,,,,,4.9,2577,45.7,11.4,2
22,37,30.2,,30.0,,21.8,10.9,3089,43.2,9.6,1
22,39,41.9,86.7,24.8,34.8,27.5,7.4,6100,73.2,28.1,2
22,41,41.6,87.6,32.3,36.8,30.1,8.9,4562,19.6,29.4,1
22,43,39.6,89.6,31.6,,34.3,7.7,2760,20.5,0.0,2
22,45,32.7,85.4,27.6,31.8,25.1,11.2,12631,67.2,40.3,1
22,47,42.4,83.6,30.0,,22.1,7.4,5163,58.7,24.7,1
22,49,39.3,81.8,22.3,,29.4,11.5,2082,6.6,13.2,2
22,51,30.5,82.2,24.8,28.1,21.1,7.4,71749,138.2,67.4,1
22,53,38.1,86.9,33.1,33.9,28.4,5.6,4991,60.8,28.8,2
22,55,25.6,82.3,21.8,24.4,23.4,7.0,28498,131.7,49.6,2
22,57,38.1,84.8,28.0,32.9,26.3,9.2,12325,60.8,38.0,1
22,59,39.9,87.5,25.9,,18.7,5.9,1825,57.0,14.2,2
22,61,24.1,83.6,25.2,24.9,19.5,5.8,6157,61.7,28.5,2
22,63,32.9,82.7,25.1,30.0,31.1,7.7,13092,16.5,18.3,2
22,65,,90.8,,,,8.7,3365,40.1,16.1,1
22,67,47.7,80.4,34.0,30.2,28.0,7.0,6086,43.3,16.7,2
22,69,34.8,82.7,28.0,28.1,21.0,8.9,6678,51.9,23.4,1
22,71,32.1,80.0,25.6,29.6,21.5,9.1,103078,153.9,54.7,1
22,73,35.7,83.2,25.8,24.0,25.6,6.5,25482,107.3,50.6,1
22,75,34.1,88.7,33.7,29.9,22.8,7.4,4278,17.2,13.8,2
22,77,40.2,84.2,28.1,,28.0,7.2,3441,40.2,13.4,1
22,79,33.2,84.8,24.5,30.5,26.3,7.8,20496,109.0,44.4,1
22,81,,,,,,7.8,1816,21.1,21.1,2
22,83,32.6,80.3,30.7,,30.4,10.0,4166,92.6,29.2,2
22,85,31.9,89.2,25.2,37.0,27.1,11.7,3817,21.0,12.6,2
22,87,38.6,80.8,29.6,27.0,27.7,7.7,9980,29.1,36.7,2
22,89,28.3,81.7,32.6,26.7,21.2,9.3,7157,41.5,21.7,1
22,91,,,21.0,,,12.4,2357,39.0,9.7,1
22,93,36.7,87.8,25.4,,21.3,11.4,3499,66.2,18.9,2
22,95,34.9,78.7,24.6,34.2,23.5,10.0,7960,51.7,25.9,1
22,97,38.4,87.4,24.6,29.7,28.2,9.6,15387,81.2,20.0,1
22,99,40.6,83.3,32.6,28.1,27.2,8.3,8517,19.8,7.9,2
22,101,34.1,80.1,30.7,33.5,27.6,8.2,9092,72.0,27.2,1
22,103,23.2,81.8,22.7,22.7,24.2,7.0,26905,89.9,47.7,2
22,105,33.1,84.3,28.5,24.7,24.0,7.8,18694,57.3,32.9,1
22,107,,,,,15.1,4.9,1711,16.3,0.0,1
22,109,36.5,89.0,27.8,28.7,28.4,8.4,16278,56.7,34.4,1
22,111,33.2,84.4,32.8,29.1,19.7,8.3,3855,26.2,13.1,2
22,113,35.4,83.5,25.5,27.1,23.2,11.0,8516,39.9,19.9,1
22,115,27.3,79.2,23.0,23.9,32.1,5.1,8974,41.0,28.7,1
22,117,45.8,85.6,29.8,37.8,28.6,16.8,8008,40.3,31.4,2
22,119,32.9,89.4,27.5,29.2,25.4,6.6,6297,38.7,31.4,1
22,121,27.8,,28.7,,23.5,12.2,3332,37.0,13.9,2
22,123,42.0,86.3,33.0,,,8.4,2365,8.5,16.9,2
22,125,,,,,10.8,14.6,1418,32.9,26.3,1
22,127,35.8,82.7,30.4,,23.9,13.5,2643,31.3,12.5,2
23,1,25.8,75.2,24.6,25.1,24.7,6.7,8998,85.2,39.8,1
